filename,NOSE_x,NOSE_yNOSE_score,LEFT_EYE_x,LEFT_EYE_yLEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_yRIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_yLEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_yRIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_yLEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_yRIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_yLEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_yRIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_yLEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_yRIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_yLEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_yRIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_yLEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_yRIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_yLEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_yRIGHT_ANKLE_score,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,pose_no,pose_name
"hip/tf.Tensor(
[[[239 245 245]
  [239 245 245]
  [239 245 245]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[239 245 245]
  [239 245 245]
  [239 245 245]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[240 245 248]
  [240 245 248]
  [240 245 248]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [155 144 138]
  [160 145 140]
  [165 150 143]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [161 150 146]
  [158 143 140]
  [158 143 138]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [169 158 156]
  [162 147 144]
  [158 143 140]]], shape=(1280, 720, 3), dtype=uint8)",437.0,243.0,0.4511591,448.0,219.0,0.6508014,414.0,214.0,0.58578503,439.0,228.0,0.57420766,365.0,213.0,0.5867648,493.0,355.0,0.81712824,303.0,346.0,0.85140425,551.0,492.0,0.56356966,160.0,460.0,0.8551651,494.0,568.0,0.54000986,279.0,580.0,0.705103,452.0,654.0,0.84968114,347.0,654.0,0.8931023,435.0,938.0,0.8879124,347.0,936.0,0.87661135,420.0,1198.0,0.8076154,335.0,1226.0,0.7640147,0,hip
"hip/tf.Tensor(
[[[239 245 245]
  [239 245 245]
  [239 245 245]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[239 245 245]
  [239 245 245]
  [239 245 245]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[240 245 248]
  [240 245 248]
  [240 245 248]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [155 144 138]
  [160 145 140]
  [165 150 143]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [161 150 146]
  [158 143 140]
  [158 143 138]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [169 158 156]
  [162 147 144]
  [158 143 140]]], shape=(1280, 720, 3), dtype=uint8)",437.0,243.0,0.45190355,448.0,219.0,0.6499748,414.0,214.0,0.58566976,439.0,228.0,0.574561,365.0,213.0,0.58627033,493.0,355.0,0.8150712,303.0,347.0,0.8534713,551.0,491.0,0.55946887,160.0,460.0,0.8558333,493.0,569.0,0.5520611,279.0,581.0,0.7079638,452.0,655.0,0.84701365,347.0,654.0,0.893523,435.0,934.0,0.6669251,347.0,936.0,0.8790588,420.0,1198.0,0.8059908,335.0,1226.0,0.7638122,0,hip
"hip/tf.Tensor(
[[[237 244 237]
  [237 244 237]
  [237 244 237]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[237 244 237]
  [237 244 237]
  [237 244 237]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[238 245 238]
  [238 245 238]
  [238 245 238]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [155 144 138]
  [160 145 140]
  [165 150 143]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [161 150 146]
  [158 143 140]
  [158 143 138]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [169 158 156]
  [162 147 144]
  [158 143 140]]], shape=(1280, 720, 3), dtype=uint8)",440.0,241.0,0.4900637,448.0,219.0,0.65084076,414.0,214.0,0.5828457,439.0,227.0,0.57117665,365.0,213.0,0.5866051,493.0,354.0,0.8121417,303.0,347.0,0.8549951,551.0,492.0,0.56937677,160.0,460.0,0.8557964,493.0,570.0,0.55845034,279.0,581.0,0.7024848,452.0,655.0,0.84653956,347.0,654.0,0.8938427,435.0,934.0,0.6669138,347.0,936.0,0.8779282,420.0,1198.0,0.80638874,335.0,1226.0,0.7659983,0,hip
"hip/tf.Tensor(
[[[237 244 237]
  [237 244 237]
  [237 244 237]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[237 244 237]
  [237 244 237]
  [237 244 237]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[238 245 238]
  [238 245 238]
  [238 245 238]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [155 144 138]
  [160 145 140]
  [165 150 143]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [161 150 146]
  [158 143 140]
  [158 143 138]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [169 158 156]
  [162 147 144]
  [158 143 140]]], shape=(1280, 720, 3), dtype=uint8)",438.0,243.0,0.45782515,448.0,219.0,0.6495271,414.0,214.0,0.5832039,439.0,227.0,0.56714714,364.0,213.0,0.5819162,493.0,354.0,0.81256074,303.0,347.0,0.85607034,551.0,491.0,0.5661349,160.0,460.0,0.8549306,492.0,570.0,0.56716573,279.0,581.0,0.70180994,451.0,654.0,0.84513134,347.0,654.0,0.89453965,434.0,939.0,0.8917792,347.0,936.0,0.87902594,420.0,1198.0,0.8073805,335.0,1226.0,0.76654094,0,hip
"hip/tf.Tensor(
[[[238 242 241]
  [238 242 241]
  [238 242 241]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[238 242 241]
  [238 242 241]
  [238 242 241]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[238 242 241]
  [238 242 241]
  [238 242 241]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[188 196 198]
  [188 196 198]
  [188 196 198]
  ...
  [161 151 142]
  [169 156 148]
  [181 168 160]]

 [[188 196 198]
  [188 196 198]
  [188 196 198]
  ...
  [161 150 144]
  [162 149 143]
  [171 158 152]]

 [[188 196 198]
  [188 196 198]
  [188 196 198]
  ...
  [168 157 151]
  [161 148 142]
  [162 149 143]]], shape=(1280, 720, 3), dtype=uint8)",358.0,335.0,0.6021464,366.0,316.0,0.50375235,338.0,314.0,0.5073173,357.0,326.0,0.51795596,297.0,324.0,0.52674234,408.0,430.0,0.8485101,236.0,409.0,0.80455554,439.0,543.0,0.40800434,135.0,509.0,0.7074976,397.0,591.0,0.4859768,235.0,587.0,0.648738,373.0,658.0,0.8311212,284.0,649.0,0.8399856,365.0,872.0,0.8407348,268.0,885.0,0.7971301,367.0,1064.0,0.85491663,252.0,1119.0,0.66732997,0,hip
"hip/tf.Tensor(
[[[240 246 242]
  [240 246 242]
  [240 246 242]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[240 246 242]
  [240 246 242]
  [240 246 242]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[240 246 244]
  [240 246 244]
  [240 246 244]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [155 144 138]
  [160 145 140]
  [165 150 143]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [161 150 146]
  [158 143 140]
  [158 143 138]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [169 158 156]
  [162 147 144]
  [158 143 140]]], shape=(1280, 720, 3), dtype=uint8)",438.0,243.0,0.45659745,448.0,219.0,0.64962673,414.0,214.0,0.58379936,439.0,227.0,0.5650823,364.0,213.0,0.5918429,492.0,354.0,0.80983543,303.0,347.0,0.8535985,550.0,492.0,0.57284474,160.0,460.0,0.8552542,492.0,571.0,0.5815791,279.0,581.0,0.7053994,451.0,655.0,0.8435903,347.0,654.0,0.89387465,434.0,939.0,0.89350754,347.0,936.0,0.8743653,420.0,1198.0,0.809789,335.0,1226.0,0.7662259,0,hip
"hip/tf.Tensor(
[[[240 246 242]
  [240 246 242]
  [240 246 242]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[240 246 242]
  [240 246 242]
  [240 246 242]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[240 246 244]
  [240 246 244]
  [240 246 244]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [155 144 138]
  [160 145 140]
  [165 150 143]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [161 150 146]
  [158 143 140]
  [158 143 138]]

 [[193 198 201]
  [193 198 201]
  [193 199 199]
  ...
  [169 158 156]
  [162 147 144]
  [158 143 140]]], shape=(1280, 720, 3), dtype=uint8)",439.0,241.0,0.4867354,448.0,219.0,0.6505303,414.0,214.0,0.59304136,439.0,228.0,0.5678922,364.0,213.0,0.59779096,492.0,354.0,0.8122312,303.0,347.0,0.85270953,550.0,492.0,0.57359576,160.0,460.0,0.8557171,492.0,571.0,0.5835027,279.0,581.0,0.7066053,451.0,655.0,0.84258753,347.0,654.0,0.8940118,434.0,934.0,0.6681287,347.0,936.0,0.8734876,420.0,1198.0,0.8092652,335.0,1226.0,0.766981,0,hip
"hip/tf.Tensor(
[[[223 223 223]
  [230 230 230]
  [231 231 231]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[229 229 229]
  [232 232 232]
  [233 233 233]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[229 229 229]
  [228 228 228]
  [228 228 228]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[149 150 144]
  [149 150 144]
  [150 151 145]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[149 150 144]
  [149 150 144]
  [150 151 145]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[149 150 144]
  [149 150 144]
  [150 151 145]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",306.0,206.0,0.83479965,329.0,185.0,0.8707947,282.0,194.0,0.7498754,372.0,204.0,0.8430197,272.0,221.0,0.7521299,451.0,299.0,0.8868742,255.0,349.0,0.8554857,629.0,380.0,0.9222773,236.0,507.0,0.6490679,517.0,483.0,0.6637212,204.0,454.0,0.5497146,394.0,645.0,0.836833,271.0,656.0,0.88310444,377.0,970.0,0.78583527,308.0,964.0,0.91264266,419.0,1259.0,0.87159395,331.0,1246.0,0.87432086,0,hip
"hip/tf.Tensor(
[[[221 223 222]
  [228 230 229]
  [229 231 230]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [230 232 231]
  [231 233 232]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [226 228 227]
  [226 228 227]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[135 128 118]
  [135 128 118]
  [136 129 119]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[135 128 120]
  [135 128 120]
  [136 129 119]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[134 127 119]
  [135 128 120]
  [136 129 119]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",306.0,207.0,0.8305712,328.0,185.0,0.8604244,282.0,194.0,0.745992,372.0,203.0,0.81640387,273.0,221.0,0.74438834,454.0,299.0,0.89257985,253.0,350.0,0.84263325,630.0,378.0,0.88726264,233.0,487.0,0.61398685,512.0,482.0,0.618555,209.0,447.0,0.4983312,393.0,639.0,0.82000107,273.0,650.0,0.9185981,382.0,968.0,0.8584917,308.0,959.0,0.8797865,418.0,1258.0,0.88047993,331.0,1248.0,0.8581548,0,hip
"hip/tf.Tensor(
[[[221 223 222]
  [228 230 229]
  [229 231 230]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [230 232 231]
  [231 233 232]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [226 228 227]
  [226 228 227]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[135 128 118]
  [135 128 118]
  [136 129 119]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[135 128 120]
  [135 128 120]
  [136 129 119]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[134 127 119]
  [135 128 120]
  [136 129 119]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",306.0,206.0,0.825456,328.0,184.0,0.85631746,282.0,193.0,0.76009905,372.0,203.0,0.8231793,273.0,220.0,0.737844,452.0,299.0,0.8893689,254.0,350.0,0.8467803,630.0,378.0,0.8932416,233.0,489.0,0.60220134,513.0,481.0,0.627127,210.0,446.0,0.503523,394.0,639.0,0.82509696,273.0,650.0,0.91959304,382.0,967.0,0.87066567,308.0,957.0,0.8612233,418.0,1258.0,0.8749453,331.0,1247.0,0.870221,0,hip
"hip/tf.Tensor(
[[[226 228 227]
  [228 230 229]
  [230 232 231]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [229 231 230]
  [231 233 232]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[229 231 230]
  [230 232 231]
  [232 234 233]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",307.0,205.0,0.82724667,329.0,183.0,0.832204,282.0,192.0,0.7853447,371.0,201.0,0.7648986,272.0,219.0,0.7490318,448.0,296.0,0.85875964,260.0,347.0,0.84431845,629.0,379.0,0.89644384,263.0,470.0,0.67384046,512.0,478.0,0.59621274,227.0,435.0,0.5970994,395.0,638.0,0.83331835,274.0,649.0,0.8642082,389.0,964.0,0.9181524,308.0,954.0,0.9262386,419.0,1255.0,0.8884644,332.0,1247.0,0.8560461,0,hip
"hip/tf.Tensor(
[[[229 231 230]
  [229 231 230]
  [229 231 230]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [229 231 230]
  [231 233 232]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[228 230 229]
  [230 232 231]
  [233 235 234]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",308.0,204.0,0.8347972,330.0,182.0,0.82065815,282.0,191.0,0.81841356,372.0,200.0,0.7503512,273.0,218.0,0.77254903,450.0,297.0,0.8559905,261.0,343.0,0.8637918,627.0,385.0,0.8302985,268.0,474.0,0.6750301,506.0,485.0,0.7429739,226.0,447.0,0.53038657,399.0,637.0,0.84786797,276.0,648.0,0.8689096,389.0,965.0,0.820448,311.0,959.0,0.8877716,420.0,1252.0,0.8938003,331.0,1247.0,0.85463995,0,hip
"hip/tf.Tensor(
[[[229 231 230]
  [230 232 231]
  [230 232 231]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[228 230 229]
  [230 232 231]
  [231 233 232]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[228 230 229]
  [230 232 231]
  [233 235 234]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[136 128 117]
  [136 128 117]
  [136 128 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",309.0,205.0,0.8549731,331.0,183.0,0.81049013,282.0,191.0,0.8248129,374.0,199.0,0.47597292,273.0,218.0,0.5905582,452.0,297.0,0.74025184,262.0,339.0,0.8846749,628.0,391.0,0.7879451,267.0,471.0,0.6896453,507.0,484.0,0.6963808,225.0,448.0,0.5294253,401.0,641.0,0.8714385,277.0,651.0,0.88382906,395.0,965.0,0.8555715,311.0,955.0,0.9301507,421.0,1256.0,0.8524609,332.0,1248.0,0.8565618,0,hip
"hip/tf.Tensor(
[[[229 231 230]
  [230 232 231]
  [230 232 231]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[228 230 229]
  [230 232 231]
  [231 233 232]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[228 230 229]
  [230 232 231]
  [233 235 234]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[135 129 117]
  [135 129 117]
  [135 129 117]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[135 129 117]
  [135 129 117]
  [135 129 117]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[135 129 117]
  [135 129 117]
  [135 129 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",311.0,204.0,0.8565147,332.0,183.0,0.7847731,283.0,192.0,0.8383419,375.0,198.0,0.49180818,274.0,218.0,0.606758,452.0,296.0,0.7500129,262.0,333.0,0.904326,632.0,392.0,0.8881798,264.0,469.0,0.73980916,498.0,482.0,0.6400609,237.0,447.0,0.42364767,402.0,638.0,0.85833204,279.0,649.0,0.88912785,404.0,967.0,0.89171785,315.0,957.0,0.8802842,418.0,1251.0,0.7582135,332.0,1245.0,0.8711535,0,hip
"hip/tf.Tensor(
[[[230 232 231]
  [230 232 231]
  [230 232 231]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[227 229 228]
  [229 231 230]
  [232 234 233]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 [[228 230 229]
  [230 232 231]
  [233 235 234]
  ...
  [251 244 228]
  [251 244 228]
  [251 244 228]]

 ...

 [[134 128 116]
  [135 129 117]
  [135 129 117]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[134 128 116]
  [135 129 117]
  [135 129 117]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[134 128 116]
  [135 129 117]
  [135 129 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",310.0,204.0,0.85769933,333.0,183.0,0.8018446,283.0,192.0,0.8189124,375.0,200.0,0.5453207,275.0,219.0,0.6065367,453.0,295.0,0.73214316,263.0,337.0,0.8994354,641.0,388.0,0.8287113,264.0,470.0,0.7398808,502.0,475.0,0.6294663,237.0,446.0,0.38903114,404.0,636.0,0.8476763,280.0,647.0,0.8955301,407.0,966.0,0.9001342,314.0,956.0,0.883206,418.0,1253.0,0.72027224,333.0,1245.0,0.86637825,0,hip
"hip/tf.Tensor(
[[[238 242 241]
  [238 242 241]
  [238 242 241]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[238 242 241]
  [238 242 241]
  [238 242 241]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 [[238 242 241]
  [238 242 241]
  [238 242 241]
  ...
  [255 255 247]
  [255 255 247]
  [255 255 247]]

 ...

 [[187 195 197]
  [188 196 198]
  [188 196 198]
  ...
  [161 151 142]
  [169 156 148]
  [181 168 160]]

 [[187 195 197]
  [188 196 198]
  [188 196 198]
  ...
  [161 150 144]
  [162 149 143]
  [171 158 152]]

 [[187 195 197]
  [188 196 198]
  [188 196 198]
  ...
  [168 157 151]
  [161 148 142]
  [162 149 143]]], shape=(1280, 720, 3), dtype=uint8)",358.0,335.0,0.61360717,365.0,316.0,0.50514823,338.0,314.0,0.49353895,357.0,326.0,0.52461016,298.0,324.0,0.5331807,407.0,429.0,0.8481038,237.0,409.0,0.81205076,439.0,545.0,0.4194475,135.0,509.0,0.70536304,401.0,584.0,0.50066304,239.0,586.0,0.66165936,373.0,657.0,0.8320383,284.0,649.0,0.84033436,365.0,872.0,0.8408599,267.0,885.0,0.7964584,367.0,1064.0,0.8541798,252.0,1118.0,0.8571339,0,hip
"hip/tf.Tensor(
[[[229 231 230]
  [228 230 229]
  [230 232 231]
  ...
  [251 244 226]
  [251 244 226]
  [251 244 226]]

 [[228 230 229]
  [229 231 230]
  [231 233 232]
  ...
  [251 244 226]
  [251 244 226]
  [251 244 226]]

 [[229 231 230]
  [230 232 231]
  [233 235 234]
  ...
  [251 244 226]
  [251 244 226]
  [251 244 226]]

 ...

 [[134 128 116]
  [135 129 117]
  [135 129 117]
  ...
  [135 131 120]
  [137 133 122]
  [143 139 128]]

 [[134 128 116]
  [135 129 117]
  [135 129 117]
  ...
  [142 138 127]
  [136 132 121]
  [135 131 120]]

 [[134 128 116]
  [135 129 117]
  [135 129 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",311.0,207.0,0.8526485,333.0,185.0,0.8178624,285.0,195.0,0.7859638,379.0,199.0,0.60107493,279.0,221.0,0.64642835,458.0,294.0,0.8140099,264.0,336.0,0.9054281,646.0,384.0,0.9086437,249.0,465.0,0.6991163,505.0,469.0,0.7283823,232.0,446.0,0.36971188,406.0,639.0,0.8771544,281.0,650.0,0.9116201,410.0,968.0,0.86369395,316.0,959.0,0.8855709,419.0,1252.0,0.7329819,334.0,1243.0,0.8821147,0,hip
"hip/tf.Tensor(
[[[231 231 231]
  [230 230 230]
  [232 232 232]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 [[230 230 230]
  [231 231 231]
  [233 233 233]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 [[231 231 231]
  [232 232 232]
  [235 235 235]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 ...

 [[132 130 117]
  [132 130 117]
  [132 130 118]
  ...
  [134 130 119]
  [138 134 123]
  [145 141 130]]

 [[132 130 117]
  [132 130 117]
  [132 130 117]
  ...
  [141 137 126]
  [136 132 121]
  [135 131 120]]

 [[131 129 116]
  [132 130 117]
  [132 130 117]
  ...
  [153 149 138]
  [141 137 126]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",312.0,209.0,0.8533383,334.0,186.0,0.81684136,285.0,197.0,0.7872215,380.0,199.0,0.628464,280.0,223.0,0.64007545,458.0,294.0,0.8150784,265.0,337.0,0.89478254,647.0,383.0,0.91720945,224.0,469.0,0.67214537,498.0,471.0,0.70794845,240.0,445.0,0.24361177,410.0,639.0,0.88332003,283.0,649.0,0.9253018,410.0,968.0,0.8762343,317.0,958.0,0.9038319,419.0,1253.0,0.7113821,334.0,1242.0,0.87901103,0,hip
"hip/tf.Tensor(
[[[231 232 227]
  [230 231 226]
  [232 233 228]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 [[230 231 226]
  [231 232 227]
  [233 234 229]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 [[231 232 227]
  [232 233 228]
  [235 236 231]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 ...

 [[131 127 116]
  [131 127 116]
  [131 129 117]
  ...
  [135 131 120]
  [138 134 123]
  [144 140 129]]

 [[131 127 116]
  [131 127 116]
  [132 128 117]
  ...
  [141 137 126]
  [136 132 121]
  [135 131 120]]

 [[131 127 116]
  [132 128 117]
  [132 128 117]
  ...
  [152 148 137]
  [140 136 125]
  [134 130 119]]], shape=(1280, 720, 3), dtype=uint8)",314.0,210.0,0.83856136,336.0,186.0,0.7992917,287.0,198.0,0.7972095,381.0,199.0,0.63907444,280.0,222.0,0.6004116,462.0,296.0,0.8570672,265.0,338.0,0.857841,649.0,387.0,0.9311861,209.0,471.0,0.6940305,497.0,476.0,0.61834,228.0,422.0,0.30958763,413.0,637.0,0.88420224,285.0,649.0,0.92685246,411.0,968.0,0.87778604,318.0,958.0,0.8491959,420.0,1251.0,0.7146228,334.0,1241.0,0.88622224,0,hip
"hip/tf.Tensor(
[[[231 232 227]
  [230 231 226]
  [232 233 228]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 [[230 231 226]
  [231 232 227]
  [233 234 229]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 [[231 232 227]
  [232 233 228]
  [235 236 231]
  ...
  [252 243 226]
  [252 243 226]
  [252 243 226]]

 ...

 [[135 135 123]
  [135 135 123]
  [136 136 124]
  ...
  [136 132 121]
  [139 135 124]
  [145 141 130]]

 [[135 135 123]
  [135 135 123]
  [136 137 123]
  ...
  [140 136 125]
  [135 131 120]
  [135 131 120]]

 [[135 135 123]
  [135 135 123]
  [136 137 123]
  ...
  [151 147 136]
  [141 137 126]
  [135 131 120]]], shape=(1280, 720, 3), dtype=uint8)",315.0,212.0,0.8261201,337.0,187.0,0.78282225,288.0,199.0,0.77510774,382.0,200.0,0.69994235,282.0,223.0,0.6377491,461.0,295.0,0.84965116,265.0,340.0,0.87448305,650.0,388.0,0.9356379,206.0,473.0,0.68525314,501.0,477.0,0.66139364,218.0,441.0,0.35826862,413.0,639.0,0.88529503,286.0,651.0,0.92338026,412.0,967.0,0.88715696,318.0,956.0,0.8375922,420.0,1251.0,0.71242404,335.0,1240.0,0.8886457,0,hip
